,top-left,top-middle,top-right,middle-left,middle-middle,middle-right,bottom-left,bottom-middle,bottom-right,Class
82,x,x,o,x,o,b,x,o,b,1
83,x,x,o,x,o,b,x,b,o,1
84,x,x,o,x,b,o,x,o,b,1
85,x,x,o,x,b,b,x,o,o,1
86,x,x,o,o,x,x,o,x,o,1
87,x,x,o,o,x,x,o,o,x,1
88,x,x,o,o,x,o,x,o,x,1
89,x,x,o,o,x,o,o,x,x,1
90,x,x,o,o,x,o,b,x,b,1
91,x,x,o,o,x,o,b,b,x,1
92,x,x,o,o,x,b,o,x,b,1
93,x,x,o,o,x,b,o,b,x,1
94,x,x,o,o,x,b,b,x,o,1
95,x,x,o,o,x,b,b,o,x,1
96,x,x,o,b,x,o,o,x,b,1
97,x,x,o,b,x,o,o,b,x,1
98,x,x,o,b,x,o,b,o,x,1
99,x,x,o,b,x,b,o,x,o,1
100,x,x,o,b,x,b,o,o,x,1
101,x,x,b,x,o,o,x,o,b,1
102,x,x,b,x,o,o,x,b,o,1
103,x,x,b,x,o,b,x,o,o,1
104,x,x,b,x,b,o,x,o,o,1
105,x,x,b,o,x,o,o,x,b,1
106,x,x,b,o,x,o,o,b,x,1
107,x,x,b,o,x,o,b,x,o,1
108,x,x,b,o,x,o,b,o,x,1
109,x,x,b,o,x,b,o,x,o,1
110,x,x,b,o,x,b,o,o,x,1
111,x,x,b,b,x,o,o,x,o,1
112,x,x,b,b,x,o,o,o,x,1
113,x,o,x,x,x,o,x,o,o,1
114,x,o,x,x,x,o,o,o,x,1
115,x,o,x,x,o,o,x,x,o,1
116,x,o,x,x,o,o,x,b,b,1
117,x,o,x,x,o,b,x,b,o,1
118,x,o,x,x,b,o,x,o,b,1
119,x,o,x,x,b,o,x,b,o,1
120,x,o,x,x,b,b,x,o,o,1
121,x,o,x,o,x,x,x,o,o,1
122,x,o,x,o,x,x,o,o,x,1
123,x,o,x,o,x,o,x,x,o,1
124,x,o,x,o,x,o,x,o,x,1
125,x,o,x,o,x,o,x,b,b,1
126,x,o,x,o,x,o,o,x,x,1
127,x,o,x,o,x,o,b,b,x,1
128,x,o,x,o,x,b,x,o,b,1
129,x,o,x,o,x,b,x,b,o,1
130,x,o,x,o,x,b,o,b,x,1
131,x,o,x,o,x,b,b,o,x,1
132,x,o,x,o,o,x,o,x,x,1
133,x,o,x,o,o,x,b,b,x,1
134,x,o,x,o,b,x,o,b,x,1
135,x,o,x,o,b,x,b,o,x,1
136,x,o,x,b,x,o,x,o,b,1
137,x,o,x,b,x,o,x,b,o,1
138,x,o,x,b,x,o,o,b,x,1
139,x,o,x,b,x,o,b,o,x,1
140,x,o,x,b,x,b,x,o,o,1
141,x,o,x,b,x,b,o,o,x,1
142,x,o,x,b,o,x,o,b,x,1
143,x,o,x,b,b,x,o,o,x,1
144,x,o,o,x,x,x,x,o,o,1
145,x,o,o,x,x,x,o,x,o,1
146,x,o,o,x,x,x,o,o,x,1
147,x,o,o,x,x,x,o,b,b,1
148,x,o,o,x,x,x,b,o,b,1
149,x,o,o,x,x,x,b,b,o,1
150,x,o,o,x,x,o,x,o,x,1
151,x,o,o,x,x,o,x,b,b,1
152,x,o,o,x,x,o,o,x,x,1
153,x,o,o,x,x,o,b,b,x,1
154,x,o,o,x,x,b,x,o,b,1
155,x,o,o,x,x,b,x,b,o,1
156,x,o,o,x,x,b,o,b,x,1
157,x,o,o,x,x,b,b,o,x,1
158,x,o,o,x,o,x,x,x,o,1
159,x,o,o,x,o,x,x,b,b,1
160,x,o,o,x,o,o,x,x,x,1
161,x,o,o,x,o,b,x,x,b,1
162,x,o,o,x,o,b,x,b,x,1
163,x,o,o,x,b,x,x,o,b,1
164,x,o,o,x,b,x,x,b,o,1
165,x,o,o,x,b,o,x,x,b,1
166,x,o,o,x,b,o,x,b,x,1
167,x,o,o,x,b,b,x,x,o,1
168,x,o,o,x,b,b,x,o,x,1
169,x,o,o,x,b,b,x,b,b,1
170,x,o,o,o,x,x,x,o,x,1
171,x,o,o,o,x,x,o,x,x,1
172,x,o,o,o,x,x,b,b,x,1
173,x,o,o,o,x,o,x,x,x,1
174,x,o,o,o,x,b,x,b,x,1
175,x,o,o,o,x,b,b,x,x,1
176,x,o,o,o,o,x,x,x,x,1
177,x,o,o,o,b,b,x,x,x,1
178,x,o,o,b,x,x,o,b,x,1
179,x,o,o,b,x,x,b,o,x,1
180,x,o,o,b,x,o,x,b,x,1
181,x,o,o,b,x,o,b,x,x,1
182,x,o,o,b,x,b,x,o,x,1
183,x,o,o,b,x,b,o,x,x,1
184,x,o,o,b,x,b,b,b,x,1
185,x,o,o,b,o,b,x,x,x,1
186,x,o,o,b,b,o,x,x,x,1
187,x,o,b,x,x,x,o,o,b,1
188,x,o,b,x,x,x,o,b,o,1
189,x,o,b,x,x,x,b,o,o,1
190,x,o,b,x,x,o,x,o,b,1
191,x,o,b,x,x,o,x,b,o,1
192,x,o,b,x,x,o,o,b,x,1
193,x,o,b,x,x,o,b,o,x,1
194,x,o,b,x,x,b,x,o,o,1
195,x,o,b,x,x,b,o,o,x,1
196,x,o,b,x,o,x,x,b,o,1
197,x,o,b,x,o,o,x,x,b,1
198,x,o,b,x,o,o,x,b,x,1
199,x,o,b,x,o,b,x,x,o,1
200,x,o,b,x,o,b,x,b,b,1
201,x,o,b,x,b,x,x,o,o,1
202,x,o,b,x,b,o,x,x,o,1
203,x,o,b,x,b,o,x,o,x,1
204,x,o,b,x,b,o,x,b,b,1
205,x,o,b,x,b,b,x,o,b,1
206,x,o,b,x,b,b,x,b,o,1
207,x,o,b,o,x,x,o,b,x,1
208,x,o,b,o,x,x,b,o,x,1
209,x,o,b,o,x,o,x,b,x,1
210,x,o,b,o,x,o,b,x,x,1
211,x,o,b,o,x,b,x,o,x,1
212,x,o,b,o,x,b,o,x,x,1
213,x,o,b,o,x,b,b,b,x,1
214,x,o,b,o,o,b,x,x,x,1
215,x,o,b,o,b,o,x,x,x,1
216,x,o,b,b,x,x,o,o,x,1
217,x,o,b,b,x,o,x,o,x,1
218,x,o,b,b,x,o,o,x,x,1
219,x,o,b,b,x,o,b,b,x,1
220,x,o,b,b,x,b,o,b,x,1
221,x,o,b,b,x,b,b,o,x,1
222,x,o,b,b,o,o,x,x,x,1
223,x,b,x,x,o,o,x,o,b,1
224,x,b,x,x,o,o,x,b,o,1
225,x,b,x,x,o,b,x,o,o,1
226,x,b,x,x,b,o,x,o,o,1
227,x,b,x,o,x,o,x,o,b,1
228,x,b,x,o,x,o,x,b,o,1
229,x,b,x,o,x,o,o,b,x,1
230,x,b,x,o,x,o,b,o,x,1
231,x,b,x,o,x,b,x,o,o,1
232,x,b,x,o,x,b,o,o,x,1
233,x,b,x,o,o,x,o,b,x,1
234,x,b,x,o,o,x,b,o,x,1
235,x,b,x,o,b,x,o,o,x,1
236,x,b,x,b,x,o,x,o,o,1
237,x,b,x,b,x,o,o,o,x,1
238,x,b,x,b,o,x,o,o,x,1
239,x,b,o,x,x,x,o,o,b,1
240,x,b,o,x,x,x,o,b,o,1
241,x,b,o,x,x,x,b,o,o,1
242,x,b,o,x,x,o,x,o,b,1
243,x,b,o,x,x,o,o,b,x,1
244,x,b,o,x,x,o,b,o,x,1
245,x,b,o,x,x,b,x,o,o,1
246,x,b,o,x,x,b,o,o,x,1
247,x,b,o,x,o,x,x,o,b,1
248,x,b,o,x,o,x,x,b,o,1
249,x,b,o,x,o,o,x,x,b,1
250,x,b,o,x,o,o,x,b,x,1
251,x,b,o,x,o,b,x,x,o,1
252,x,b,o,x,o,b,x,o,x,1
253,x,b,o,x,o,b,x,b,b,1
254,x,b,o,x,b,x,x,o,o,1
255,x,b,o,x,b,o,x,o,x,1
256,x,b,o,x,b,o,x,b,b,1
257,x,b,o,x,b,b,x,o,b,1
258,x,b,o,x,b,b,x,b,o,1
259,x,b,o,o,x,x,o,b,x,1
260,x,b,o,o,x,x,b,o,x,1
261,x,b,o,o,x,o,x,b,x,1
262,x,b,o,o,x,o,b,x,x,1
263,x,b,o,o,x,b,x,o,x,1
264,x,b,o,o,x,b,o,x,x,1
265,x,b,o,o,x,b,b,b,x,1
266,x,b,o,o,o,b,x,x,x,1
267,x,b,o,o,b,o,x,x,x,1
268,x,b,o,b,x,x,o,o,x,1
269,x,b,o,b,x,o,x,o,x,1
270,x,b,o,b,x,o,o,x,x,1
271,x,b,o,b,x,o,b,b,x,1
272,x,b,o,b,x,b,o,b,x,1
273,x,b,o,b,x,b,b,o,x,1
274,x,b,o,b,o,o,x,x,x,1
275,x,b,b,x,x,o,x,o,o,1
276,x,b,b,x,x,o,o,o,x,1
277,x,b,b,x,o,x,x,o,o,1
278,x,b,b,x,o,o,x,x,o,1
279,x,b,b,x,o,o,x,o,x,1
280,x,b,b,x,o,o,x,b,b,1
281,x,b,b,x,o,b,x,o,b,1
282,x,b,b,x,o,b,x,b,o,1
283,x,b,b,x,b,o,x,o,b,1
284,x,b,b,x,b,o,x,b,o,1
285,x,b,b,x,b,b,x,o,o,1
286,x,b,b,o,x,x,o,o,x,1
287,x,b,b,o,x,o,x,o,x,1
288,x,b,b,o,x,o,o,x,x,1
289,x,b,b,o,x,o,b,b,x,1
290,x,b,b,o,x,b,o,b,x,1
291,x,b,b,o,x,b,b,o,x,1
292,x,b,b,b,x,o,o,b,x,1
293,x,b,b,b,x,o,b,o,x,1
294,x,b,b,b,x,b,o,o,x,1
295,o,x,x,x,x,o,x,o,o,1
296,o,x,x,x,x,o,o,x,o,1
297,o,x,x,x,o,x,o,o,x,1
298,o,x,x,o,x,x,x,o,o,1
299,o,x,x,o,x,o,x,x,o,1
300,o,x,x,o,x,o,x,o,x,1
301,o,x,x,o,x,o,x,b,b,1
302,o,x,x,o,x,o,b,x,b,1
303,o,x,x,o,x,b,x,o,b,1
304,o,x,x,o,x,b,x,b,o,1
305,o,x,x,o,x,b,b,x,o,1
306,o,x,x,o,o,x,x,o,x,1
307,o,x,x,o,o,x,b,b,x,1
308,o,x,x,o,b,x,b,o,x,1
309,o,x,x,b,x,o,x,o,b,1
310,o,x,x,b,x,o,x,b,o,1
311,o,x,x,b,x,o,o,x,b,1
312,o,x,x,b,x,o,b,x,o,1
313,o,x,x,b,x,b,x,o,o,1
314,o,x,x,b,x,b,o,x,o,1
315,o,x,x,b,o,x,o,b,x,1
316,o,x,x,b,o,x,b,o,x,1
317,o,x,x,b,b,x,o,o,x,1
318,o,x,o,x,x,x,x,o,o,1
319,o,x,o,x,x,x,o,x,o,1
320,o,x,o,x,x,x,o,o,x,1
321,o,x,o,x,x,x,o,b,b,1
322,o,x,o,x,x,x,b,o,b,1
323,o,x,o,x,x,x,b,b,o,1
324,o,x,o,x,x,o,o,x,x,1
325,o,x,o,x,x,o,b,x,b,1
326,o,x,o,x,x,b,o,x,b,1
327,o,x,o,x,x,b,b,x,o,1
328,o,x,o,x,o,o,x,x,x,1
329,o,x,o,o,x,x,x,x,o,1
330,o,x,o,o,x,x,b,x,b,1
331,o,x,o,o,x,o,x,x,x,1
332,o,x,o,o,x,b,x,x,b,1
333,o,x,o,o,x,b,b,x,x,1
334,o,x,o,o,o,x,x,x,x,1
335,o,x,o,o,b,b,x,x,x,1
336,o,x,o,b,x,x,o,x,b,1
337,o,x,o,b,x,x,b,x,o,1
338,o,x,o,b,x,o,x,x,b,1
339,o,x,o,b,x,o,b,x,x,1
340,o,x,o,b,x,b,x,x,o,1
341,o,x,o,b,x,b,o,x,x,1
342,o,x,o,b,x,b,b,x,b,1
343,o,x,o,b,o,b,x,x,x,1
344,o,x,o,b,b,o,x,x,x,1
345,o,x,b,x,x,x,o,o,b,1
346,o,x,b,x,x,x,o,b,o,1
347,o,x,b,x,x,x,b,o,o,1
348,o,x,b,x,x,o,o,x,b,1
349,o,x,b,x,x,o,b,x,o,1
350,o,x,b,x,x,b,o,x,o,1
351,o,x,b,o,x,x,b,x,o,1
352,o,x,b,o,x,o,x,x,b,1
353,o,x,b,o,x,o,b,x,x,1
354,o,x,b,o,x,b,x,x,o,1
355,o,x,b,o,x,b,b,x,b,1
356,o,x,b,o,o,b,x,x,x,1
357,o,x,b,o,b,o,x,x,x,1
358,o,x,b,b,x,x,o,x,o,1
359,o,x,b,b,x,o,x,x,o,1
360,o,x,b,b,x,o,o,x,x,1
361,o,x,b,b,x,o,b,x,b,1
362,o,x,b,b,x,b,o,x,b,1
363,o,x,b,b,x,b,b,x,o,1
364,o,x,b,b,o,o,x,x,x,1
365,o,o,x,x,x,x,x,o,o,1
366,o,o,x,x,x,x,o,x,o,1
367,o,o,x,x,x,x,o,o,x,1
368,o,o,x,x,x,x,o,b,b,1
369,o,o,x,x,x,x,b,o,b,1
370,o,o,x,x,x,x,b,b,o,1
371,o,o,x,x,x,o,x,x,o,1
372,o,o,x,x,x,o,x,o,x,1
373,o,o,x,x,x,o,x,b,b,1
374,o,o,x,x,x,b,x,o,b,1
375,o,o,x,x,x,b,x,b,o,1
376,o,o,x,x,o,x,o,x,x,1
377,o,o,x,x,o,x,b,b,x,1
378,o,o,x,x,o,o,x,x,x,1
379,o,o,x,x,b,x,o,b,x,1
380,o,o,x,x,b,x,b,o,x,1
381,o,o,x,o,x,x,x,x,o,1
382,o,o,x,o,x,x,x,o,x,1
383,o,o,x,o,x,x,x,b,b,1
384,o,o,x,o,x,x,b,b,x,1
385,o,o,x,o,x,o,x,x,x,1
386,o,o,x,o,x,b,x,x,b,1
387,o,o,x,o,x,b,x,b,x,1
388,o,o,x,o,o,x,x,x,x,1
389,o,o,x,o,b,x,x,b,x,1
390,o,o,x,o,b,x,b,x,x,1
391,o,o,x,o,b,b,x,x,x,1
392,o,o,x,b,x,x,x,o,b,1
393,o,o,x,b,x,x,x,b,o,1
394,o,o,x,b,x,x,o,b,x,1
395,o,o,x,b,x,x,b,o,x,1
396,o,o,x,b,x,o,x,x,b,1
397,o,o,x,b,x,o,x,b,x,1
398,o,o,x,b,x,b,x,x,o,1
399,o,o,x,b,x,b,x,o,x,1
400,o,o,x,b,x,b,x,b,b,1
401,o,o,x,b,o,x,x,b,x,1
402,o,o,x,b,o,x,b,x,x,1
403,o,o,x,b,o,b,x,x,x,1
404,o,o,x,b,b,x,x,o,x,1
405,o,o,x,b,b,x,o,x,x,1
406,o,o,x,b,b,x,b,b,x,1
407,o,o,x,b,b,o,x,x,x,1
408,o,o,b,x,x,x,x,o,b,1
409,o,o,b,x,x,x,x,b,o,1
410,o,o,b,x,x,x,o,x,b,1
411,o,o,b,x,x,x,o,b,x,1
412,o,o,b,x,x,x,b,x,o,1
413,o,o,b,x,x,x,b,o,x,1
414,o,o,b,x,x,x,b,b,b,1
415,o,o,b,x,o,b,x,x,x,1
416,o,o,b,x,b,o,x,x,x,1
417,o,o,b,o,x,b,x,x,x,1
418,o,o,b,o,b,x,x,x,x,1
419,o,o,b,b,x,o,x,x,x,1
420,o,o,b,b,o,x,x,x,x,1
421,o,o,b,b,b,b,x,x,x,1
422,o,b,x,x,x,x,o,o,b,1
423,o,b,x,x,x,x,o,b,o,1
424,o,b,x,x,x,x,b,o,o,1
425,o,b,x,x,x,o,x,o,b,1
426,o,b,x,x,x,o,x,b,o,1
427,o,b,x,x,x,b,x,o,o,1
428,o,b,x,x,o,x,o,b,x,1
429,o,b,x,x,o,x,b,o,x,1
430,o,b,x,x,b,x,o,o,x,1
431,o,b,x,o,x,x,x,o,b,1
432,o,b,x,o,x,x,x,b,o,1
433,o,b,x,o,x,x,b,o,x,1
434,o,b,x,o,x,o,x,x,b,1
435,o,b,x,o,x,o,x,b,x,1
436,o,b,x,o,x,b,x,x,o,1
437,o,b,x,o,x,b,x,o,x,1
438,o,b,x,o,x,b,x,b,b,1
439,o,b,x,o,o,x,x,b,x,1
440,o,b,x,o,o,x,b,x,x,1
441,o,b,x,o,o,b,x,x,x,1
442,o,b,x,o,b,x,x,o,x,1
443,o,b,x,o,b,x,b,b,x,1
444,o,b,x,o,b,o,x,x,x,1
445,o,b,x,b,x,x,x,o,o,1
446,o,b,x,b,x,x,o,o,x,1
447,o,b,x,b,x,o,x,x,o,1
448,o,b,x,b,x,o,x,o,x,1
449,o,b,x,b,x,o,x,b,b,1
450,o,b,x,b,x,b,x,o,b,1
451,o,b,x,b,x,b,x,b,o,1
452,o,b,x,b,o,x,x,o,x,1
453,o,b,x,b,o,x,o,x,x,1
454,o,b,x,b,o,x,b,b,x,1
455,o,b,x,b,o,o,x,x,x,1
456,o,b,x,b,b,x,o,b,x,1
457,o,b,x,b,b,x,b,o,x,1
458,o,b,o,x,x,x,x,o,b,1
459,o,b,o,x,x,x,x,b,o,1
460,o,b,o,x,x,x,o,x,b,1
461,o,b,o,x,x,x,o,b,x,1
462,o,b,o,x,x,x,b,x,o,1
463,o,b,o,x,x,x,b,o,x,1
464,o,b,o,x,x,x,b,b,b,1
465,o,b,o,x,o,b,x,x,x,1
466,o,b,o,x,b,o,x,x,x,1
467,o,b,o,o,x,b,x,x,x,1
468,o,b,o,o,b,x,x,x,x,1
469,o,b,o,b,x,o,x,x,x,1
470,o,b,o,b,o,x,x,x,x,1
471,o,b,o,b,b,b,x,x,x,1
472,o,b,b,x,x,x,x,o,o,1
473,o,b,b,x,x,x,o,x,o,1
474,o,b,b,x,x,x,o,o,x,1
475,o,b,b,x,x,x,o,b,b,1
476,o,b,b,x,x,x,b,o,b,1
477,o,b,b,x,x,x,b,b,o,1
478,o,b,b,x,o,o,x,x,x,1
479,o,b,b,o,x,o,x,x,x,1
480,o,b,b,o,o,x,x,x,x,1
481,o,b,b,o,b,b,x,x,x,1
482,o,b,b,b,o,b,x,x,x,1
483,o,b,b,b,b,o,x,x,x,1
484,b,x,x,o,x,o,x,o,b,1
485,b,x,x,o,x,o,x,b,o,1
486,b,x,x,o,x,o,o,x,b,1
487,b,x,x,o,x,o,b,x,o,1
488,b,x,x,o,x,b,x,o,o,1
489,b,x,x,o,x,b,o,x,o,1
490,b,x,x,o,o,x,o,b,x,1
491,b,x,x,o,o,x,b,o,x,1
492,b,x,x,o,b,x,o,o,x,1
493,b,x,x,b,x,o,x,o,o,1
494,b,x,x,b,x,o,o,x,o,1
495,b,x,x,b,o,x,o,o,x,1
496,b,x,o,x,x,x,o,o,b,1
497,b,x,o,x,x,x,o,b,o,1
498,b,x,o,x,x,x,b,o,o,1
499,b,x,o,x,x,o,o,x,b,1
500,b,x,o,x,x,b,o,x,o,1
501,b,x,o,o,x,x,o,x,b,1
502,b,x,o,o,x,x,b,x,o,1
503,b,x,o,o,x,o,x,x,b,1
504,b,x,o,o,x,o,b,x,x,1
505,b,x,o,o,x,b,x,x,o,1
506,b,x,o,o,x,b,o,x,x,1
507,b,x,o,o,x,b,b,x,b,1
508,b,x,o,o,o,b,x,x,x,1
509,b,x,o,o,b,o,x,x,x,1
510,b,x,o,b,x,x,o,x,o,1
511,b,x,o,b,x,o,o,x,x,1
512,b,x,o,b,x,o,b,x,b,1
513,b,x,o,b,x,b,o,x,b,1
514,b,x,o,b,x,b,b,x,o,1
515,b,x,o,b,o,o,x,x,x,1
516,b,x,b,x,x,o,o,x,o,1
517,b,x,b,o,x,x,o,x,o,1
518,b,x,b,o,x,o,x,x,o,1
519,b,x,b,o,x,o,o,x,x,1
520,b,x,b,o,x,o,b,x,b,1
521,b,x,b,o,x,b,o,x,b,1
522,b,x,b,o,x,b,b,x,o,1
523,b,x,b,b,x,o,o,x,b,1
524,b,x,b,b,x,o,b,x,o,1
525,b,x,b,b,x,b,o,x,o,1
526,b,o,x,x,x,x,o,o,b,1
527,b,o,x,x,x,x,o,b,o,1
528,b,o,x,x,x,x,b,o,o,1
529,b,o,x,x,x,o,x,o,b,1
530,b,o,x,x,x,o,x,b,o,1
531,b,o,x,x,x,b,x,o,o,1
532,b,o,x,x,o,x,o,b,x,1
533,b,o,x,x,b,x,o,o,x,1
534,b,o,x,o,x,x,x,o,b,1
535,b,o,x,o,x,x,x,b,o,1
536,b,o,x,o,x,x,o,b,x,1
537,b,o,x,o,x,x,b,o,x,1
538,b,o,x,o,x,o,x,x,b,1
539,b,o,x,o,x,o,x,b,x,1
540,b,o,x,o,x,b,x,x,o,1
541,b,o,x,o,x,b,x,o,x,1
542,b,o,x,o,x,b,x,b,b,1
543,b,o,x,o,o,x,x,b,x,1
544,b,o,x,o,o,x,b,x,x,1
545,b,o,x,o,o,b,x,x,x,1
546,b,o,x,o,b,x,x,o,x,1
547,b,o,x,o,b,x,o,x,x,1
548,b,o,x,o,b,x,b,b,x,1
549,b,o,x,o,b,o,x,x,x,1
550,b,o,x,b,x,x,x,o,o,1
551,b,o,x,b,x,x,o,o,x,1
552,b,o,x,b,x,o,x,x,o,1
553,b,o,x,b,x,o,x,o,x,1
554,b,o,x,b,x,o,x,b,b,1
555,b,o,x,b,x,b,x,o,b,1
556,b,o,x,b,x,b,x,b,o,1
557,b,o,x,b,o,x,o,x,x,1
558,b,o,x,b,o,x,b,b,x,1
559,b,o,x,b,o,o,x,x,x,1
560,b,o,x,b,b,x,o,b,x,1
561,b,o,x,b,b,x,b,o,x,1
562,b,o,o,x,x,x,x,o,b,1
563,b,o,o,x,x,x,x,b,o,1
564,b,o,o,x,x,x,o,x,b,1
565,b,o,o,x,x,x,o,b,x,1
566,b,o,o,x,x,x,b,x,o,1
567,b,o,o,x,x,x,b,o,x,1
568,b,o,o,x,x,x,b,b,b,1
569,b,o,o,x,o,b,x,x,x,1
570,b,o,o,x,b,o,x,x,x,1
571,b,o,o,o,x,b,x,x,x,1
572,b,o,o,o,b,x,x,x,x,1
573,b,o,o,b,x,o,x,x,x,1
574,b,o,o,b,o,x,x,x,x,1
575,b,o,o,b,b,b,x,x,x,1
576,b,o,b,x,x,x,x,o,o,1
577,b,o,b,x,x,x,o,x,o,1
578,b,o,b,x,x,x,o,o,x,1
579,b,o,b,x,x,x,o,b,b,1
580,b,o,b,x,x,x,b,o,b,1
581,b,o,b,x,x,x,b,b,o,1
582,b,o,b,x,o,o,x,x,x,1
583,b,o,b,o,x,o,x,x,x,1
584,b,o,b,o,o,x,x,x,x,1
585,b,o,b,o,b,b,x,x,x,1
586,b,o,b,b,o,b,x,x,x,1
587,b,o,b,b,b,o,x,x,x,1
588,b,b,x,x,x,o,x,o,o,1
589,b,b,x,x,o,x,o,o,x,1
590,b,b,x,o,x,x,x,o,o,1
591,b,b,x,o,x,x,o,o,x,1
592,b,b,x,o,x,o,x,x,o,1
593,b,b,x,o,x,o,x,o,x,1
594,b,b,x,o,x,o,x,b,b,1
595,b,b,x,o,x,b,x,o,b,1
596,b,b,x,o,x,b,x,b,o,1
597,b,b,x,o,o,x,x,o,x,1
598,b,b,x,o,o,x,o,x,x,1
599,b,b,x,o,o,x,b,b,x,1
600,b,b,x,o,b,x,o,b,x,1
601,b,b,x,o,b,x,b,o,x,1
602,b,b,x,b,x,o,x,o,b,1
603,b,b,x,b,x,o,x,b,o,1
604,b,b,x,b,x,b,x,o,o,1
605,b,b,x,b,o,x,o,b,x,1
606,b,b,x,b,o,x,b,o,x,1
607,b,b,x,b,b,x,o,o,x,1
608,b,b,o,x,x,x,x,o,o,1
609,b,b,o,x,x,x,o,x,o,1
610,b,b,o,x,x,x,o,o,x,1
611,b,b,o,x,x,x,o,b,b,1
612,b,b,o,x,x,x,b,o,b,1
613,b,b,o,x,x,x,b,b,o,1
614,b,b,o,x,o,o,x,x,x,1
615,b,b,o,o,x,o,x,x,x,1
616,b,b,o,o,o,x,x,x,x,1
617,b,b,o,o,b,b,x,x,x,1
618,b,b,o,b,o,b,x,x,x,1
619,b,b,o,b,b,o,x,x,x,1
620,b,b,b,x,x,x,o,o,b,1
621,b,b,b,x,x,x,o,b,o,1
622,b,b,b,x,x,x,b,o,o,1
623,b,b,b,o,o,b,x,x,x,1
624,b,b,b,o,b,o,x,x,x,1
625,b,b,b,b,o,o,x,x,x,1
626,x,x,o,x,x,o,o,b,o,2
627,x,x,o,x,x,o,b,o,o,2
628,x,x,o,x,x,b,o,o,o,2
629,x,x,o,x,o,x,o,o,b,2
630,x,x,o,x,o,x,o,b,o,2
